gene_id	WT_48hpf_R1	WT_48hpf_R2	WT_48hpf_R3	MT_48hpf_R1	MT_48hpf_R2	MT_48hpf_R3
ap5s1	469	335	301	193	354	287
apaf1	1629	1497	1227	539	1109	736
apbb1ip	310	359	275	142	146	161
apc	17958	16415	12890	7435	9521	10485
apeh	1226	1188	937	705	989	897
apela	54	71	40	44	58	35
apex1	5814	4691	3947	3652	5532	5578
apex2	443	358	297	244	397	268
aph1b	2637	2303	2106	1857	3042	2270
api5	7568	6854	5414	4360	7714	5944
apip	783	744	582	399	814	578
apitd1	176	185	133	149	219	148
apln	4653	4027	3314	1720	2809	2231
aplnra	844	703	617	496	800	698
aplnrb	1442	1256	1035	588	975	743
aplp2	7274	6648	4614	1791	1981	3560
apmap	2502	2230	1913	1071	1880	2089
apnl	2	1	2	6	4	3
apoa1a	150529	150433	105883	148221	193109	203163
apoa1b	86872	88840	68255	128246	129513	95210
apoa1bp	531	483	380	196	342	357
apoa2	143366	133342	98696	81003	132179	120855
apoa4a	1332	1413	848	765	931	1461
apoa4b.1	41000.634	38183.315	26416.58	27020.319	42740.548	34835.491
apoa4b.2	5240.366	4784.685	3664.42	3755.681	7251.452	3691.509
apobb.1	224931	231410	164092	161877	191427	191013
apobec2a	1781	1460	1102	568	1591	837
apobec2b	17.841	24.111	26.667	4.491	26.688	20.6
apoc1l	42579	41876	29070	23747	35682	33241
apoda.1	1284	1079	855	210	551	428
apoda.2	147	136	75	41	89	40
apodb	1736	1403	1175	503	1491	757
apoea	30665	27988	20248	26114	55432	33956
apoeb	59573	58824	40689	30619	37699	43846
apoer2	1291	1207	1014	459	655	677
apol1	344	337	238	124	263	172
apom	5743	5079	3951	2324	5162	3188
apoob	615.349	601.131	484.175	378.825	484.986	426.608
apool	1187	1093	788	603	842	801
apopt1	597	549	431	275	565	422
appa	17526	16315	13547	8876	9300	10745
appb	17141	14842	12441	6565	9452	8898
appbp2	2720	2543	2053	1046	1827	1603
appl1	925	775	641	438	797	725
appl2	729	660	535	489	734	636
aprt	546	501	363	321	524	368
aptx	302	226	200	209	285	297
aqp10a	1	4	4	2	12	3
aqp10b	18	6	6	23	35	18
aqp12	1160	1270	983	265	268	894
aqp1a.1	4432	4033	3207	1488	2789	2098
aqp1a.2	0	1	1	0	0	0
aqp3a	5819	5176	3965	4085	6383	5652
aqp3b	29	32	28	28	52	34
aqp4	232	270	218	56	132	81
aqp7	120	117	114	37	93	99
aqp8a.1	608	536	463	79	256	170
aqp8a.2	11	5	8	5	5	1
aqp8b	394	311	256	349	370	400
aqp9a	186	131	137	44	89	46
aqp9b	66	47	41	9	21	10
aqr	3111	2895	2387	1357	2054	1863
ar	284	258	233	80	118	92
araf	1347	1248	1108	620	975	833
arcn1a	4252	3999	2989	2924	5021	3801
arcn1b	4559	4242	3002	2356	4514	3159
arf1	9948	8888	6495	4972	9575	6639
arf1l	8370	7231	5987	3823	5601	4276
arf2	16423	14535	11589	8350	15538	11060
arf3a	509	455	368	207	517	341
arf3b	492	454	339	205	366	276
arf4a	995	966	722	655	1108	759
arf4b	20	29	16	75	123	70
arf5	10402.742	9384.523	7415.333	6594.555	11938.608	8243.273
arf6a	1542	1342	1195	934	1647	1218
arf6b	3845	3159	2559	2535	4177	3194
arfgap2	3745	3406	2691	1944	2909	2518
arfgap3	495	429	393	294	428	398
arfip1	1111	938	723	498	979	686
arfip2a	1588	1383	1057	778	1296	1085
arfip2b	622	522	398	256	508	399
arfrp1	346	273	248	172	252	218
arg1	21	34	18	3	11	2
arg2	426	420	284	308	576	391
arglu1a	4114	3313	2908	2131	3410	3002
arglu1b	3641	3064	2437	1691	3103	2425
arhgap1	2174	1901	1511	882	1845	1398
arhgap10	1543	1462	1025	671	1377	1093
arhgap11a	1202	1065	811	900	1256	1157
arhgap12a	825	750	564	337	501	462
arhgap12b	2968	2955	2153	1326	2004	1792
arhgap15	29	26	12	15	19	11
arhgap17a	227	206	162	94	104	100
arhgap17b	1017	915	673	503	647	626
arhgap25	41	53	32	29	35	25
arhgap28	403	399	293	176	275	279
arhgap29b	1927	2027	1461	646	1022	864
arhgap42a	1873	1872	1373	892	1606	1244
arhgap4a	48	27	33	23	38	118
arhgap6	500	494	396	151	252	161
arhgdia	7760	7362	6013	5836	7283	6495
arhgdig	5216	4546	3457	2145	4328	3322
arhgef11	2138	1857	1549	1026	1132	1196
arhgef18a	1315	1161	883	609	998	875
arhgef1a	1340	1321	952	444	681	631
arhgef1b	2392	2192	1717	1114	1918	1612
arhgef3	86	74	71	37	46	53
arhgef39	292	298	181	146	268	198
arhgef3l	102	77	74	86	79	89
arhgef7a	2481	2193	1846	1139	1691	1637
arhgef7b	3128	3187	2294	1612	2817	2441
arhgef9b	1467	1156	939	397	708	572
arid1aa	959	1054	707	464	341	496
arid2	3060	3012	2436	1754	951	1692
arid3b	5484	5392	4334	3611	4776	4599
arid3c	952	999	754	458	504	580
arid4a	3504	3360	2665	1381	1875	1791
arid4b	1495	1136	974	640	1273	811
arid5b	700	564	434	60	206	100
arih1	1635	1555	1253	736	1174	958
arih1l	547	495	396	176	274	270
arih2	5029	5039	4196	2082	3476	2824
arl1	2247	1957	1538	1447	2674	1878
arl11	127	102	77	73	168	112
arl13a	324	310	201	49	164	99
arl13b	1063	890	699	541	975	775
arl14	141	228	118	64	126	118
arl14ep	1250	1185	862	703	1308	1022
arl15a	32	31	18	14	17	14
arl16	261	179	139	181	229	134
arl2	1120	864	674	437	866	599
arl2bp	259	254	178	150	223	206
arl3	2389	2117	1631	1222	2036	1850
arl3l1	443	314	272	66	176	97
arl3l2	63	39	25	27	24	32
arl4aa	893	881	670	334	556	385
arl4ab	624	600	473	321	495	452
arl4ca	587	593	400	183	401	231
arl4cb	1697	1724	1208	791	1425	1159
arl4d	1931	1774	1404	623	1274	934
arl5a	859	700	628	490	858	642
arl5c	374	436	311	322	430	346
arl6	498	521	345	213	443	309
arl6ip1	6431	5368	4245	2804	4985	3684
arl6ip4	770	600	472	386	647	544
arl6ip5a	275	242	199	210	331	258
arl6ip5b	735	743	524	483	875	671
arl6ip6	47	32	36	24	30	42
arl8	2989	2514	2069	1709	2580	2261
arl8a	6180	5450	4595	3094	5526	4179
arl8ba	1076	926	800	520	1085	798
arl9	565	510	430	237	468	367
armc1	1295	1194	1008	583	1024	878
armc1l	970	854	592	531	708	539
armc7	179	115	101	92	188	114
armc8	888	894	649	435	717	611
armt1	588	592	438	276	485	378
arnt	470	423	325	164	216	249
arnt2	2320	2342	1798	1181	1299	1458
arntl1a	1383	1191	946	561	984	814
arntl1b	620	623	494	188	254	224
arntl2	1134	1041	877	533	718	718
arpc1a	9083	7820	5970	4663	8930	6286
arpc1b	2128	1748	1288	1003	1879	1525
arpc2	9458	8573	6750	5228	9058	6748
arpc3	5760	5107	3871	2863	5869	3732
arpc4	3431	2861	2285	1984	3369	2613
arpc4l	3924	3337	2584	2011	4251	2942
arpc5a	4630	4014	2972	2498	4886	3506
arpc5b	3870	3331	2500	2120	3861	2796
arpc5la	1222	1144	904	595	829	710
arpc5lb	335	301	240	138	252	168
arpin	253	219	158	132	249	179
arpp19a	7128	6400	4756	4170	6554	5574
arpp19b	1545	1405	1240	1197	1895	1515
arr3a	2418	1847	1314	152	731	311
arr3b	269	228	152	34	113	57
arrb1	281	252	225	90	174	123
arrb2a	1422	1296	917	684	1208	884
arrb2b	3089	2970	2268	1849	2727	2272
arrdc1a	547	611	455	259	457	387
arrdc2	3158	4179	2474	558	1344	866
arrdc3a	7621	9475	6170	1939	4091	2907
arrdc3b	7759	12511	6649	1634	4020	2874
arsa	317	288	249	131	257	167
arsg	230	230	190	131	224	164
arsk	154	163	90	105	140	149
arv1	495	393	291	313	525	446
arvcfb	2251	2275	1703	1104	1203	1305
arxa	539	571	394	238	286	299
as3mt	264	275	201	216	316	224
asah1a	566	458	331	176	465	296
asah1b	706	561	464	325	596	492
asah2	28	16	12	14	24	41
asap1a	2606	2410	1890	1012	1219	1367
asap2a	1632	1617	1170	857	1076	1232
asap2b	2319	2203	1708	1198	2045	1687
asap3	167	167	132	92	179	118
asb1	44	39	22	9	25	22
asb10	216	225	157	34	84	61
asb11	2	2	4	0	2	11
asb12a	1064	990	738	523	974	749
asb12b	123	109	89	48	118	75
asb13a.1	114	88	75	52	84	60
asb13a.2	12	12	6	7	11	24
asb15b	52	68	50	4	11	7
asb16	172	177	158	39	62	59
asb2b	1062	954	890	400	467	456
asb3	386	338	244	192	224	256
asb4	201	140	139	58	130	66
asb5b	616	531	411	171	380	206
asb6	424	382	327	206	274	303
asb7	358	330	283	201	269	307
asb8	1321	1137	894	520	972	761
ascc1	437	351	299	82	117	336
ascc2	823	728	542	430	711	526
ascl1a	1121	1240	754	600	665	793
ascl1b	784	789	604	622	609	681
asf1ba	811	833	549	892	1281	945
asf1bb	1494	1475	1087	1068	1551	1268
ash2l	3727	3276	2702	1937	2970	2578
asic1a	377	306	294	92	199	182
asic1b	406	368	306	135	188	191
asic1c	101	86	75	39	100	60
asic2	421	373	307	73	89	87
asic4a	263	265	196	100	149	128
asic4b	37	34	29	15	33	11
asip1	6	2	6	3	4	0
asl	285	277	180	107	231	185
asmt	21	21	16	23	24	34
asmt2	311	292	213	174	346	314
asmtl	823	685	566	445	855	604
asna1	3346	2812	2178	1937	3385	2554
asns	1991	1958	1378	1518	3047	2286
asnsd1	872	725	502	584	1107	741
aspa	115	144	100	34	61	50
aspdh	122	80	70	40	72	54
aspg	913	872	754	355	924	614
asph	9034	8255	6575	5662	11545	7061
asphd2	1293	1059	888	676	1068	951
aspm	7017	6192	4895	3660	5160	5383
aspn	924	713	596	346	722	445
aspscr1	412	419	313	179	230	273
asrgl1	347	303	227	242	357	329
aste1	1	2	1	4	1	1
asun	1572	1629	1124	756	1456	1104
asz1	14	13	10	3	4	4
atad1a	777	601	491	256	530	348
atad1b	879	762	593	385	749	534
atad3b	1204	1153	924	446	528	485
atad5b	338	289	216	242	377	308
atat1	711	728	552	280	359	348
atf1	2668	2627	1994	1447	2419	1980
atf3	487	731	397	555	822	833
atf4a	13450	13063	10909	9104	12583	9974
atf4b	13399	13537	10630	8379	14548	12764
atf5a	1130	1040	822	576	831	845
atf6	1569	1454	1160	692	1273	1033
atf7a	734	740	577	234	345	357
atf7b	868	707	585	313	512	486
atf7ip	9318	9664	7566	6301	9106	8180
atg10	133	127	75	58	80	83
atg101	774	686	590	403	747	550
atg12	159	121	98	69	128	109
atg13	3669	3141	2366	1156	2400	1784
atg16l1	576	516	460	289	489	420
atg3	2332	2029	1572	1253	1928	1630
atg4a	249	193	172	100	138	134
atg4b	1085	1116	844	373	697	555
atg4c	538	500	394	239	403	337
atg5	1301	1104	859	580	1030	909
atg9a	1112	949	749	286	615	519
atg9b	153	142	119	42	96	54
athl1	506	434	357	119	208	194
atic	6978	8259	5638	5307	5835	5621
atl1	1695	1523	1264	673	1173	1015
atl2	1750	1517	1212	683	1366	963
atl3	1154	1081	840	421	961	745
atmin	234	184	153	160	251	175
atoh1a	197	198	164	202	158	192
atoh7	369	419	250	305	327	388
atoh8	1606	1536	1127	612	1335	875
atox1	1665	1533	1063	822	1489	995
atp10d	971	828	769	455	822	579
atp13a1	2981	2698	2299	1267	1959	1581
atp13a2	501	429	368	378	399	549
atp1a1a.1	27365.361	26327.259	21282.231	11531.936	18849.106	15796.982
atp1a1a.2	5631.354	5628.331	4120.559	4186.121	7744.732	5617.817
atp1a1a.3	1627.628	1668.697	1214.693	493.069	1692.079	886.285
atp1a1a.4	5706.911	5326.151	4353.844	1958.924	4121.646	2983.597
atp1a1a.5	202.747	212.561	158.673	13.95	170.437	19.319
atp1a1b	11497	9849	8382	3679	7856	5151
atp1a2a	6026	5847	4953	1817	2787	1842
atp1a3a	25630	22748	19603	9090	13213	12988
atp1a3b	6691	5890	5050	1956	3469	2710
atp1b1a	7676	7278	6069	4285	7568	5696
atp1b1b	4070	3843	2780	2645	4724	3633
atp1b2a	9544	8708	7348	3696	7416	4755
atp1b2b	829	692	593	228	513	313
atp1b3a	7104	6400	4859	3430	6304	4997
atp1b3b	9428	8047	6462	3003	6730	4523
atp2a1	576901	532094	444650	188222	330990	245850
atp2a1l	44824	38049	32443	8625	13517	14944
atp2a2a	1334	1223	1056	714	1059	1015
atp2a2b	6687	6254	4737	3970	4901	4562
atp2b1a	4139	3722	2965	2173	2699	3021
atp2b1b	1613	1144	990	288	717	474
atp2b2	2528	2204	1943	548	899	813
atp2b3a	4561	3634	3125	1126	1739	1587
atp2b3b	1654	1441	1321	557	553	701
atp2b4	1759	1689	1357	758	956	1076
atp5a1	62180	54804	44586	23921	39191	32119
atp5b	78312	69983	57352	29573	48825	39417
atp5c1	18736	16006	12444	7869	15612	10425
atp5d	4176	3671	2887	2352	3902	2941
atp5e	4038	3325	2669	1913	3244	2308
atp5f1	16933	14352	10946	6664	13716	9658
atp5g1	12505	10588	8984	4825	9457	6712
atp5g3a	10681	8631	7482	4597	8272	5313
atp5g3b	16047	14783	12676	7555	13050	9626
atp5h	9278	7848	6317	3785	7501	4908
atp5ia	1179	976	720	576	1155	690
atp5ib	5501	4758	3650	2343	4941	3340
atp5j	3758	3258	2543	1557	3278	2056
atp5l	7353	6329	4921	3197	6239	4138
atp5o	14849	12527	9981	6523	12252	8543
atp5s	172	153	145	73	137	117
atp6ap1b	1769	1551	1253	1021	1889	1344
atp6ap1lb	685	487	408	252	502	456
atp6ap2	6011	4967	4140	2678	4914	3760
atp6v0a1a	2744	2605	1902	1272	2161	1852
atp6v0a1b	4905	4353	3485	1332	2523	1948
atp6v0a2b	840	686	542	553	733	681
atp6v0b	3936	3443	3025	1753	2916	2239
atp6v0ca	16236	14637	12971	8672	14577	11750
atp6v0cb	10437	8427	7318	3469	7401	5194
atp6v0d1	4864	4136	3260	2121	4136	3043
atp6v0e1	839	680	705	1287	1839	1555
atp6v1aa	9816	8543	7131	3999	7283	5739
atp6v1b2	3976	3491	2687	1574	3300	2455
atp6v1ba	8721	7542	6217	4267	7212	5897
atp6v1c1a	3541	3279	2439	1549	2724	2057
atp6v1c1b	1951	1702	1231	883	1630	1156
atp6v1d	4964	4121	3355	2299	4320	3184
atp6v1e1b	5296	4538	3546	2230	4250	3134
atp6v1f	1729	1453	1070	734	1603	939
atp6v1g1	6122	5575	4302	2842	5357	3949
atp6v1h	4711	4181	3298	2047	3801	2805
atp7a	1270	1188	937	501	801	1024
atp8a1	70	77	61	66	55	73
atp9b	644	591	491	257	345	407
atpaf1	1351	1113	914	671	1298	775
atpaf2	703	662	503	474	863	614
atpif1a	2404	2064	1672	1247	2597	1724
atpif1b	3407	2831	1992	1249	3018	2008
atpv0e2	2657	2225	1606	756	1662	1286
atraid	385	296	225	184	345	257
atrip	581	589	504	328	417	422
atrn	2546	2447	1950	930	1140	1180
atrx	26264	23662	18742	11094	19255	15740
atxn10	214	169	160	178	201	148
atxn1a	554	526	455	170	281	223
atxn2	697	662	555	300	273	284
atxn2l	2698	2823	2112	1403	944	1437
atxn3	463	420	419	239	294	277
atxn7l2a	649	530	441	419	389	455
atxn7l2b	813	758	664	348	556	459
atxn7l3	810	674	550	270	588	486
auh	1638	1472	1030	706	1243	937
aup1	1367	1199	982	871	1260	1111
aurka	906	828	635	682	757	748
aurkaip1	1370	1221	893	722	1466	1062
aurkb	1956	1827	1388	1159	1558	1468
avd	7	8	3	2	3	5
aven	2066	1772	1409	687	1031	844
avil	17	11	20	4	14	6
avl9	846	803	606	306	594	480
avp	48	60	37	13	26	16
avpr1a	100	104	88	44	56	55
avpr1b	93	83	76	22	50	34
avpr2l	4	5	9	6	7	8
axdnd1	113	100	68	30	86	43
axin1	4307	4251	3173	1920	2253	2504
axin2	3703	3820	2727	2015	2964	2669
azi2	139	141	130	115	197	77
azin1a	1533	1450	1158	629	1098	871
azin1b	15485	13793	10966	7172	11914	9799
b2m	93	94	73	41	75	65
b2ml	2478	2153	1652	770	1509	1443
b3galnt2	216	193	138	115	213	179
b3galt2	1719	1462	1208	663	944	873
b3galt6	157	147	146	90	143	125
b3gat1a	432	417	337	154	246	242
b3gat2	728	586	534	285	511	434
b3gat3	603	522	433	317	495	566
b3glcta	495	434	352	178	310	224
b3glctb	13	16	16	20	24	43
b3gnt2a	29	20	22	9	9	6
b3gnt2b	612	708	506	267	532	449
b3gnt3	241.491	200.526	144	95.498	133.221	90.561
b3gnt5a	1955	1877	1486	747	1424	932
b3gnt5b	142	112	93	64	122	101
b3gnt7	374	345	267	229	414	289
b3gnt7l	464	380	329	208	452	265
b3gntl1	214	186	169	119	177	125
b4galnt1a	121	105	79	46	92	77
b4galt1	258	258	187	127	294	300
b4galt1l	1531	1390	1187	874	1163	1102
b4galt2	200	201	152	96	169	137
b4galt4	990	959	764	493	791	738
b4galt5	33	48	9	37	22	41
b4galt6	1308	1115	903	596	1009	851
b4galt7	541	377	329	344	601	470
b4gat1	220	215	179	161	208	266
b9d1	628	629	485	398	714	572
b9d2	194	161	140	110	182	167
ba1	0	6.393	2.386	0	0	6.513
ba1l	1	8.607	7.614	11	12	26.487
ba2	0	0	0	0	0	0
babam1	859	741	592	509	867	736
bace1	1417	1192	1099	694	721	836
bach1a	319	334	231	91	139	123
bach1b	328	363	264	107	172	122
badb	384	362	267	137	303	239
bag1	1127	958	745	571	1089	772
bag2	526	450	332	248	391	522
bag3	735	943	564	600	1023	1077
bag4	760	707	575	416	549	642
bag5	671	647	544	283	424	291
bag6	4721	4448	3307	1859	1854	2038
baiap2a	1281	1348	999	472	887	771
baiap2l1a	477	424	343	216	394	300
baiap2l1b	154	107	94	151	177	178
baiap2l2b	46	28	33	17	31	29
bambia	2175	1975	1606	1456	2118	1805
bambib	587	565	408	353	499	495
banf1	5217	5007	4078	3416	5765	4060
banp	740	749	535	372	633	527
bap1	1722	1538	1275	886	1202	1219
barhl1a	635	581	463	376	553	559
barhl1b	565	524	452	243	295	308
barhl2	2112	2095	1666	1076	1818	1503
barx1	928	862	698	578	811	716
basp1	7029	6088	4998	2519	3027	3566
batf	1	0	0	1	0	0
batf3	9	7	7	5	6	2
baxa	1880	1872	1366	905	1877	1275
baxb	125	89	69	85	140	112
baz2a	1505	1363	1171	659	583	798
bbc3	444	542	329	95	160	125
bbip1	598	579	396	212	483	379
bbox1	251	257	194	66	128	155
bbs1	323	285	229	154	265	203
bbs10	153	140	108	70	125	86
bbs2	1180	1047	793	388	834	590
bbs4	324	275	231	110	217	156
bbs5	267	217	145	99	200	134
bbs7	878	806	600	446	932	709
bc2	3374	2942	2061	1464	3046	2079
bcam	2388	2298	1734	1119	1838	1363
bcan	1158	1084	923	346	770	539
bcap29	393	334	278	170	303	247
bcap31	2517	2325	1822	1344	2425	1913
bcar1	2724	2683	1906	966	944	1055
bcar3	1005	1080	774	424	792	628
bcas2	1802	1562	1202	1097	1773	1544
bcas3	1045	976	767	530	630	837
bcat1	633	494	372	302	723	583
bcat2	3468	3120	2611	1724	2688	2165
bccip	2696	2232	1759	1661	2819	2322
bckdha	2868	2615	1963	1324	2329	1795
bckdhb	1916	1789	1366	839	1201	1118
bckdk	3335	3032	2421	1733	3150	2663
bcl11aa	3730	3507	2765	1507	1485	2019
bcl11ab	3156	3418	2486	2070	1704	2271
bcl11ba	288	273	226	176	133	203
bcl2a	309	239	206	146	223	160
bcl2l1	1649	1730	1266	1121	1705	1309
bcl2l10	2512	2055	1829	1409	2462	1978
bcl2l11	16	17	12	6	14	11
bcl2l13	1803	1594	1345	638	1415	828
bcl2l16	136	96	93	16	29	21
bcl6a	1247	1379	1091	249	736	401
bcl6ab	1318	1438	1057	614	1236	934
bcl7a	3304	2724	2210	2353	3815	3144
bcl7ba	389	337	265	221	405	261
bcl7bb	691	680	480	316	605	427
bcl9	5165	5627	4132	2460	1742	2652
bcl9l	2521	2515	1918	746	772	857
bco1	717	646	520	464	895	527
bco1l	8	16	12	2	8	7
bco2a	34	17	11	7	16	9
bco2l	17	14	20	25	18	9
bcor	7444	8011	5652	2743	1716	3329
bcs1l	836	725	552	440	864	631
bdh1	566	507	413	190	347	325
bdh2	394	354	234	241	459	329
bdkrb1	19	18	18	6	17	13
bdnf	424.999	368.001	325	192	328	218
becn1	1051	914	703	335	616	542
bend3	736	558	476	360	654	540
bet1	368	347	270	273	407	289
bet1l	148	135	117	61	132	105
bfb	106	71	49.004	48	88	44
bfsp2	5745	4721	3610	1720	2488	2525
bglap	2	4	1	6	5	7
bgna	113	124	82	33	76	52
bgnb	975	753	641	263	723	413
bhlha15	21	18	24	13	20	11
bhlha9	390	311	271	26	72	33
bhlhe22	2164	1797	1447	951	1768	1467
bhlhe23	1071	792	713	343	744	475
bhlhe40	4146	5322	3632	1711	2611	2225
bhlhe41	307	352	299	50	141	67
bhmt	111402	121793	95041	102456	127249	116538
bicc2	385	363	296	118	146	179
bida	313	268	186	140	229	156
bik	162	159	110	68	144	75
bin1b	1060	1083	786	426	757	629
bin2a	743	663	477	177	548	226
bin2b	184	204	125	173	347	205
bin3	1162	1161	838	672	1076	752
birc2	5607	5466	4332	2703	4666	4089
birc5a	701	679	464	599	894	663
birc5b	5	0	2	6	4	1
birc6-as2	557	419	367	248	450	374
birc7	430	348	286	100	121	148
blcap	2071	1817	1589	1120	2140	1580
blf	190	177	127	97	112	93
blk	9	9	1	5	3	5
blmh	3605	3413	2625	2038	3285	2455
blnk	40	37	19	8	10	24
bloc1s1	392	319	260	124	246	206
bloc1s2	653	556	482	332	516	449
bloc1s3	231	230	165	129	219	170
bloc1s4	702	590	413	281	543	392
bloc1s5	89	64	49	25	60	58
bloc1s6	1142	932	724	676	1108	860
blvra	295	276	202	157	254	127
blvrb	1540	1426	1018	1099	1691	927
blzf1	1807	1582	1375	760	1286	1006
bmb	121	156	94	110	106	138
bmf1	3	6	8	0	12	8
bmf2	26	31	22	9	20	8
bmi1a	1018	880	670	775	1138	1157
bmi1b	974	791	640	648	1027	1084
bmp10	28	33	33	12	15	17
bmp15	5	0	3	7	5	4
bmp16	394	354	266	187	302	175
bmp1a	3809	3556	3080	1127	1319	1571
bmp1b	201	210	146	77	174	93
bmp2a	347	260	224	158	302	178
bmp2b	768	729	552	291	407	358
bmp2k	3004	2654	2160	1603	2438	2059
bmp3	1654	1421	1132	753	1068	1047
bmp4	1475	1335	977	612	1071	818
bmp5	873	846	641	497	701	640
bmp6	366	358	241	173	319	257
bmp7a	32	29	18	40	36	42
bmp7b	258	208	162	222	287	244
bmp8a	60	44	25	16	33	34
bmper	2033	1744	1538	613	1017	1006
bmpr1aa	4187.179	3853.122	2947.648	2293.451	3934.011	3318.945
bmpr1ab	2341	2301	1646	1031	1941	1533
bmpr1ba	812	846	630	374	647	489
bmpr1bb	367	311	270	170	171	208
bmpr2a	2320	2146	1761	821	1399	1253
bmpr2b	1548	1544	1387	659	761	742
bms1	2838	2558	2069	1691	2992	2167
bnc2	1410	1330	1049	706	1158	1033
bnip2	516	484	357	246	461	389
bnip3	112	148	104	51	95	108
bnip3la	703	563	508	365	638	526
bnip3lb	3563	3688	2894	1283	1792	1349
bnip4	339	388	264	74	240	281
bnipl	592	533	418	239	438	352
boc	5712	5709	4323	2379	2844	3186
bod1	1017	914	662	644	1094	972
boka	599	517	357	277	469	411
bokb	12	17	12	16	24	9
bola1	591	504	372	276	566	396
bop1	1944	1795	1531	1035	1825	1092
bora	370	309	240	221	254	288
bpgm	1011	884	739	371	748	551
bpnt1	674	552	436	269	489	407
braf	1260	1229	977	566	575	703
brap	870	822	624	357	488	504
brat1	371	313	229	188	429	365
brca2	1028	884	707	456	810	710
brd1b	2909	2866	2142	1645	2468	1802
brd2a	2693	1929	1730	2176	2128	2411
brd2b	142	134	119	62	58	90
brd3a	5837	5522	4272	3501	5570	4796
brd3b	6519	5994	4915	3684	3822	4536
brd4	2315	2447	1790	1416	888	1568
brd7	3466	3234	2425	2286	3703	3326
brd8	4030	3849	3062	1921	2271	2460
brd9	1698	1577	1292	1001	1560	1279
brdt	950	764	592	876	801	1154
bre	1125	1000	785	530	958	793
brf1a	297	320	230	151	258	172
brf1b	641	562	431	292	436	412
brf2	257	218	155	126	240	147
bri3	2296	2180	1672	1458	2034	1985
bri3bp	1363	1148	980	576	903	751
brinp2	632	581	476	212	374	318
brinp3a	923	750	668	311	789	510
brip1	539	541	366	303	348	384
brk1	5636	4891	4029	3052	5376	3798
brms1	508	459	377	247	586	390
brms1la	1962	1766	1328	1110	1788	1631
brox	1031	956	781	429	715	627
brpf1	649	694	613	364	289	413
bscl2	718	493	489	247	467	399
bscl2l	700	655	508	326	661	428
bsdc1	2880	2771	2208	1236	2115	1721
bsg	11926	10662	8382	5478	10542	7696
bsk146	630.293	498.308	402.076	304.568	503.666	353.568
bsnd	27	26	19	8	20	7
bsx	122	115	72	59	116	97
btbd10a	2204	1978	1573	1119	1357	1520
btbd11a	203	213	174	92	123	155
btbd2a	1872	1580	1339	690	1092	954
btbd3a	397	369	305	131	347	283
btbd6a	1192	1101	926	511	931	642
btbd6b	2208	1944	1481	924	1821	1355
btbd7	554	474	383	277	259	329
btbd9	1200	1044	866	443	810	718
btc	10.95	27.791	21.702	13.401	24.918	10.984
btd	84	75	73	68	86	52
btf3	21013	19876	15455	14504	20935	18033
btf3l4	1990	1861	1337	1016	1831	1473
btg1	6704	6973	5722	2600	2626	3008
btg2	3094	3699	2680	2580	3012	3019
btg3	709	764	522	394	646	527
btg4	1	2	0	1	2	1
btr02	396	346	284	150	337	215
btr06	9	12	11	1	7	3
btr09	37	33	20	7	14	15
btr12	467	449	386	274	351	404
btr16	35	29	19	4	7	5
btr22	83.315	86.096	60.271	37.975	43.84	71.185
btr29	2	1	0	3	4	4
btr30	401	385	298	198	233	256
bty	53.685	50.904	46.729	34.025	60.161	63.815
bub3	1374	1335	1006	1494	1617	1629
buc	3	2	2	0	4	1
bud31	2415	2159	1719	1285	2220	1859
bves	1356.001	1284	955.999	807	1423	909
bxdc2	1208	1037	812	644	1013	686
bysl	1919	1760	1566	1176	1676	1549
bzw1a	11159	9810	7688	5778	10893	7339
bzw1b	3789	3722	2555	2373	4679	2747
bzw2	2642	2258	1676	519	1416	761
c10h21orf59	429	386	317	318	495	366
c13h10orf11	85	85	52	31	45	53
c19h1orf109	168	174	156	91	172	114
c1d	806	731	493	448	813	642
c1galt1a	287	261	205	123	201	180
c1galt1b	773	638	548	498	809	632
c1galt1c1	1528	1278	991	936	1612	1004
c1qa	10	5	9	8	5	9
c1qb	7	9	4	5	3	9
c1qbp	2985	2762	2246	1560	3051	1975
c1qc	20	16	20	5	13	12
c1ql3b	27	40	29	23	23	34
c1qtnf1	142	134	104	32	65	63
c1qtnf4	869	681	577	264	604	472
c1qtnf5	306	265	224	58	202	75
c1qtnf9	334	262	210	114	229	151
c1r	3	3	7	1	4	0
