gene_id	WT_48hpf_R1	WT_48hpf_R2	WT_48hpf_R3	MT_48hpf_R1	MT_48hpf_R2	MT_48hpf_R3
pdap1b	1035	858	686	535	1087	793
pdca	99	79	53	14	47	33
pdcb	219	158	87	19	58	32
pdcd10a	2124	1915	1438	899	1367	1108
pdcd10b	1165	1037	830	591	999	769
pdcd11	4299	3824	2986	2405	3937	2919
pdcd2	338	291	222	216	394	272
pdcd2l	138	91	74	70	166	97
pdcd4a	5231	4946	3775	2686	4255	3585
pdcd4b	1675	1701	1342	1319	1566	1718
pdcd5	2722	2370	1630	1512	2662	2086
pdcd6	1370	1246	948	553	1207	724
pdcd6ip	6930	6185	5086	2077	2693	2505
pdcd7	471	453	328	331	427	426
pdcl	5344	4585	3638	2634	4840	3826
pddc1	801	766	551	343	574	482
pde10a	471	419	381	129	211	132
pde12	534	419	376	207	364	324
pde5ab	161	148	124	41	99	77
pde6a	158	104	72	37	64	85
pde6c	297	196	123	63	123	105
pde6d	690	598	485	251	520	369
pde6g	1346	1331	1049	831	1172	2105
pde6h	68	73	51	22	31	28
pde7a	2129	2059	1670	1181	1652	1467
pde8a	624	603	453	285	336	266
pdf	198	199	150	142	291	211
pdgfaa	541	442	372	442	623	508
pdgfab	478	485	351	232	444	300
pdgfra	4372	4275	3235	1844	3118	2601
pdgfrl	1820	1413	1204	659	1320	926
pdha1a	10685	9000	7272	3542	6662	4789
pdha1b	25	10	12	5	8	9
pdhb	8778	7522	6140	3881	7637	5483
pdhx	1148	1246	978	447	578	630
pdia2	150	104	84	32	121	59
pdia3	9324	8934	6652	6514	10317	8377
pdia4	2522	2117	1651	3342	5599	4148
pdia5	1901	1709	1317	1014	1668	1189
pdia6	3197	2867	2268	3997	6255	5487
pdik1l	310	271	204	214	253	236
pdk2b	2050	3676	2634	180	502	180
pdk3b	14	10	8	0	7	2
pdk4	1645	1606	1310	364	819	520
pdlim1	1730	1542	1174	1559	2915	2051
pdlim2	931	797	587	424	704	612
pdlim3a	179	91	90	2	9	6
pdlim3b	200	167	149	122	265	283
pdlim4	1032	1117	786	510	890	763
pdlim5a	447	445	315	247	210	268
pdlim5b	1720	1548	1258	748	1095	877
pdp1	954	845	659	258	550	394
pdp2	280	238	201	214	273	258
pdpk1a	213	221	183	78	118	89
pdpk1b	3139	3130	2464	1158	1392	1296
pdrg1	350	298	209	212	435	300
pds5a	5957	5843	4302	4329	6647	5752
pdss1	866	716	583	418	830	619
pdss2	667	543	410	319	658	394
pdx1	108	100	72	35	70	69
pdxdc1	1419	1314	999	884	1628	1174
pdxka	577	537	427	312	592	522
pdxkb	196	184	168	75	149	132
pdxp	198	197	203	95	119	107
pdyn	91	81	64	31	56	40
pdzd11	1469	1343	926	715	1169	894
pdzd3b	27	26	12	1	8	4
pdzd7a	21	19	15	5	8	11
pdzk1	192	157	129	117	127	164
pdzk1ip1	237	205	167	67	143	86
pdzrn3b	1623	1624	1259	801	1458	1052
pdzrn4	1346	1272	1041	531	870	776
pebp1	2006	1730	1242	1010	1309	926
pecam1	931	878	733	457	691	611
pecr	573	441	332	225	474	343
pef1	909	880	641	452	912	719
peli1b	1157	1167	901	717	847	943
peli2	1118	1082	816	420	640	587
pelo	1487	1249	1037	917	1738	1306
pemt	220	223	152	162	343	267
penka	135	136	92	66	126	84
penkb	290	272	184	136	288	178
peo1	700	670	479	325	596	480
pepd	1134	1128	872	815	1024	775
per1a	332	348	278	59	130	64
per1b	5549	5749	4244	2051	2597	1994
per2	3265	3603	2419	660	1383	664
per3	2126	2033	1646	538	739	798
perp	8885	8889	6380	5060	8863	8076
pes	3355	2950	2106	1699	3657	2280
pet100	414	348	251	200	450	265
pet117	117.998	75.954	87.467	26.102	79.908	36.871
pex1	622	511	447	305	517	427
pex10	206	146	138	62	88	67
pex11a	236	188	162	110	247	171
pex11b	295	246	194	133	220	212
pex11g	87	82	60	37	68	77
pex12	156	134	113	94	93	126
pex13	930	827	669	493	865	731
pex16	393	332	297	202	296	224
pex19	2137	1875	1368	729	1742	1081
pex26	199	200	143	109	171	153
pex3	531	461	349	412	720	502
pex5	1513	1314	1061	599	762	775
pex7	337	322	227	136	294	271
pfas	2922	3166	2236	2727	2595	3529
pfdn1	1240	1046	807	1071	1386	935
pfdn2	3050	2834	2256	2136	3696	2829
pfdn5	3908	3400	2565	2315	3881	2682
pfdn6	967	867	657	559	990	695
pfkfb1	248	251	168	74	173	122
pfkfb2a	279	279	195	148	198	250
pfkfb3	3510	4736	3146	475	1056	722
pfkfb4a	1115	1170	843	336	771	553
pfkfb4b	3613	4387	2974	2758	4741	2867
pfklb	796	738	645	439	354	643
pfkma	8350	7115	5937	1022	2438	1791
pfkmb	4084	3606	2740	1863	2702	1686
pfn1	51226	45870	37674	35137	49672	44193
pfn2	23462	21430	17028	14095	19959	16896
pfn2l	18565	16926	12543	10627	18947	14355
pgam1a	3269	2667	1945	1309	2033	1712
pgam1b	3089	2564	2188	1222	2482	1874
pgam2	7721	6411	5092	2579	5772	3399
pgam5	2694	2474	1888	1261	2214	1651
pgap2	253	159	160	131	197	160
pgap3	133	128	125	81	144	120
pgbd5	238	230	185	78	136	134
pgd	2832	2531	1956	1466	2603	1803
pggt1b	1234	1079	1140	583	639	707
pgk1	19137	17196	13769	9792	18807	12728
pgls	432	363	262	211	357	243
pglyrp2	27	29	16	11	36	11
pglyrp5	23	31	13	15	25	18
pglyrp6	2	1	1	1	3	2
pgm1	7006	6559	5096	3928	5679	5207
pgm2	3280	2746	2131	1363	2410	1869
pgm2l1	323	288	235	150	301	180
pgm3	836	719	558	480	858	569
pgm5	120	117	83	59	68	106
pgp	1239	1075	881	545	1269	655
pgpep1	375	376	306	198	228	240
pgr	40	30	18	13	22	30
pgrmc1	2173	1834	1409	1269	2283	1698
pgrmc2	2516	2388	2034	1543	1851	2090
phactr3a	972	863	651	429	837	620
phactr3b	743	708	575	330	442	427
phactr4b	685	701	580	336	282	374
phax	1110	864	673	932	1521	1172
phb	7392	6337	5102	3645	7442	4843
phb2a	4013	3309	2617	1519	3275	2115
phb2b	2495	2236	1638	1191	2811	1449
phc1	1039	944	792	628	522	751
phc2a	2947	2885	2153	1709	2663	2420
phc2b	3547	3350	2636	1816	2224	2602
phex	1690	1583	1219	539	1041	772
phf10	1259	1139	954	977	1504	1419
phf19	336	344	283	140	296	279
phf2	2952	2759	2257	1412	1986	1971
phf20b	2927	2769	2136	1321	1780	1602
phf23a	638	615	441	403	631	532
phf23b	701	547	399	444	590	580
phf5a	857	767	605	513	929	608
phf6	703	632	512	541	733	690
phf8	3956	3513	2783	2094	2134	2450
phgdh	4071	3937	2945	2676	4956	4032
phkg1a	939	824	715	116	480	158
phkg1b	1245.883	1206.324	840.113	216.866	703.356	243.067
phkg2	1415	1229	908	565	1186	795
phlda1	220	181	154	131	161	182
phlda2	752	653	520	509	886	681
phlda3	526	450	337	238	433	318
phlpp2	36	59	39	12	11	25
pho	795	666	502	378	568	451
phospho1	269	270	233	192	230	347
phospho2	586	535	436	309	524	417
phox2a	1058	1063	921	594	553	598
phox2ba	17	19	8	24	29	33
phox2bb	1565	1416	1121	899	1149	1203
phpt1	868	853	587	383	779	620
phtf2	455	323	354	249	233	267
phyh	1163	970	754	391	899	516
phyhd1	1258	1066	806	596	1031	789
phyhipla	366	296	272	205	568	353
phyhiplb	392	336	298	180	261	190
phykpl	333	302	226	161	250	228
pi15a	186	162	164	29	57	39
pi4k2a	968	895	722	653	865	806
pi4k2b	751	684	528	585	939	949
pi4kaa	2153	1879	1746	792	943	997
pi4kab	355	310	280	166	176	189
pi4kb	1854	1755	1378	968	858	1005
pias4a	3275	2982	2364	1973	2312	2475
pias4b	36	28	15	14	23	30
pibf1	386	413	266	286	409	356
picalma	2486	2157	1831	1355	2158	1968
picalmb	4229	3741	3290	2021	2852	2663
pick1	693	586	481	253	531	482
pid1	691	620	598	325	440	422
pif1	497	399	299	319	380	444
piga	401	338	295	190	289	275
pigb	488	394	349	298	470	325
pigc	379	375	286	210	360	288
pigf	817.504	778.949	660.061	482.134	767.609	607.993
pigh	328	251	224	117	221	183
pigk	320	317	276	164	268	230
pigl	230	178	155	122	197	174
pigm	203	163	179	116	130	113
pign	304	310	205	258	315	345
pigp	510	485	327	743	1422	961
pigq	987	819	682	492	866	680
pigr	122	96	86	49	82	57
pigrl2.1	0	0	0	0	1	4
pigrl2.3	5	4	4	2	2	2
pigrl2.4	1	1	0	0	0	0
pigrl3.5	0	0	1	0	0	0
pigrl3.9	0	0	0	0	0	0
pigrl4.2	0	1	3	0	1	1
pigs	958	856	685	600	1238	721
pigu	545	476	400	213	455	293
pigv	145	148	127	100	141	133
pigw	273	205	148	127	249	172
pigx	286	249	181	90	165	175
pih1d1	170	183	134	152	259	217
pih1d2	40	36	18	25	33	44
pih1d3	113	96	45	40	79	57
pik3c3	1950	1667	1329	797	1394	977
pik3cd	222	172	143	68	142	73
pik3cg	522	481	368	204	332	358
pik3ip1	1793	2152	1465	403	911	614
pik3r1	8572	7450	5827	4988	7972	7196
pik3r2	849	803	697	533	644	682
pik3r3a	1805	1694	1353	1259	2240	1382
pik3r3b	5678	5065	4212	4315	5881	5640
pikfyve	3533	3271	2701	1852	2635	2420
pim1	5381	5674	4278	3425	5549	5074
pim2	1712	2720	1368	677	884	983
pim3	2510	2552	1990	1285	2027	1658
pimr110	3	5	0	1	1	1
pimr128	6	11.555	11	9	5	4
pimr132	0	0	0	0	1	0
pimr136	3	3.445	3	4	6	4
pimr140	16.299	6.936	14.536	19.219	56.592	22.766
pimr141	21.701	15.064	14.464	41.781	141.408	47.234
pimr166	1	2	1	2	2	2
pimr49	2	0	1	2	0	0
pimr50	0	1	1	0	0	1
pimr51	0	1	2	0	0	0
pin1	1336	1319	1157	985	1533	1442
pin4	975	848	603	519	1019	654
pink1	489	417	361	125	271	247
pinx1	906	869	680	555	1083	905
pip4k2aa	735	660	500	313	579	506
pip4k2ca	2786	2443	1938	1379	2382	1944
pip5k1aa	947	869	620	527	993	664
pip5k1ab	1071	928	763	481	839	760
pip5k1ba	198	147	117	84	108	119
pip5k1bb	403	372	268	187	315	216
pir	507	445	323	328	585	442
pisd	1652	1391	1165	789	1328	1019
pithd1	131	116	93	58	100	80
pitpnaa	2228	1969	1426	994	2046	1359
pitpnb	1560	1326	1179	678	1183	840
pitpnbl	3591	2980	2348	2159	3687	2954
pitrm1	1947	1742	1312	889	1659	1202
pitx1	377	371	285	175	268	230
pitx2	1937	1813	1328	1155	1866	1487
pitx3	892	894	657	423	736	578
piwil1	77	69	53	29	53	44
piwil2	31	38	19	17	30	21
pkd2	911	829	750	336	550	449
pkdcca	594	567	480	301	360	371
pkhd1l1	1473.994	970	958	332	626	730.998
pkib	494	411	338	254	426	377
pkig	578	495	404	378	683	521
pklr	1385	1135	894	506	867	1734
pkma	8340	7498	6184	2852	5056	3836
pkmb	20636	18176	14897	5493	15048	7049
pkmyt1	344	316	237	186	347	295
pkn1b	111	133	80	45	51	54
pknox1.1	1950	1817	1335	1010	1698	1415
pknox2	1661	1656	1319	831	1271	1176
pkp2	356	304	262	223	272	264
pkp3a	4530	4665	3509	2478	3238	3686
pkz	21	15	15	6	9	6
pla1a	358.058	298.315	247.117	183.064	269.597	267.546
pla2g12a	573	502	372	380	618	570
pla2g12b	11885	12673	8909	7899	9686	10864
pla2g4aa	603	543	423	281	417	339
pla2g6	1032	899	730	490	690	647
pla2g7	1499	1316	906	552	1126	689
plaa	2381	2106	1757	929	1511	1306
plac8.1	72	63	46	13	56	39
plac8.2	0	1	1	0	1	1
plag1	447	415	373	153	252	237
plagl2	988	1046	789	467	414	546
plagx	4205	3826	2982	2292	2646	2752
plaua	20	13	11	11	37	24
plaub	22	22	11	45	59	56
plbd1	476	339	301	281	331	411
plcb3	1152	1021	809	488	713	707
plcd1a	1157	1123	794	537	992	840
plcd1b	1421	1268	949	919	1055	1251
plcd3a	1718	1594	1307	518	974	686
plce1	914	1021	710	302	461	440
plcg1	3951	3743	3141	1596	1617	1854
plcg2	131	125	108	113	140	111
plcxd3	748	586	420	222	539	340
pld1a	914	787	671	366	670	482
pld6	11	8	9	1	6	5
pleca	21323	19458	14797	8054	13344	10936
plek	55	79	39	40	60	52
plek2	136	110	76	61	146	63
plekha1a	1611	1484	1165	793	1401	1093
plekha3	514	474	351	166	319	258
plekha7a	781	689	618	178	284	225
plekha8	767	672	531	377	744	542
plekhb2	617	559	444	268	466	378
plekhf1	304	213	172	102	303	235
plekhf2	635	531	436	344	552	473
plekhg7	205	179	115	68	124	124
plekhh1	875	841	713	364	461	436
plekhj1	635	600	502	368	589	499
plekhm1	990	1086	785	498	756	622
plekhm2	612	496	409	226	412	280
plekho1a	582	522	377	205	408	201
plekhs1	7	2	1	3	26	4
plg	4958	5142	3732	3008	3786	8716
plgrkt	521	517	407	266	478	358
plin2	183	180	134	64	98	134
plk1	4987	4437	3602	2739	3750	3359
plk2b	1115	1100	787	576	1001	754
plk3	1847	1735	1302	1626	2308	2041
plk4	1219	1255	934	688	912	793
pllp	122	71	73	110	144	102
pln	352	271	224	227	321	311
plod1a	4708	4348	3283	2351	2766	2867
plod2	2626	2246	1905	617	1436	1053
plod3	4583	4096	3359	2551	4271	3857
plp1a	2048	2338	1444	3193	2931	3451
plp1b	121	86	81	31	57	35
plp2	2267	2108	1494	1524	2859	1484
plrdgb	65	57	37	16	49	26
plrg1	2107	1925	1555	1585	2315	2044
pls1	201	166	130	91	150	147
pls3	8223	7529	5358	5079	10499	6913
plscr3a	19	16	9	13	26	15
plscr3b	4619	4288	2987	2232	3884	3214
pltp	889	768	644	247	458	428
plxdc1	25	24	18	26	30	26
plxdc2	2601	2410	1935	775	1859	1297
plxna1b	1320	1310	1018	631	713	775
plxna3	4586	5341	3648	2483	2590	3040
plxna4	4130	4050	3096	1776	2297	2457
plxnb2a	4552.001	4596.279	3404.056	2116.498	3095.676	2884.825
plxnb2b	570	683	506	248	267	299
plxnd1	417	395	354	211	187	274
pm20d1.1	24	36	29	14	25	24
pm20d1.2	454	436	322	188	294	272
pmaip1	245	259	163	98	239	140
pmch	14	7	7	1	10	2
pmchl	72	76	60	9	31	14
pmela	4920	4772	3766	3272	4254	4007
pmelb	1582	1458	1132	1101	1242	1372
pmepa1	234	291	235	153	169	170
pmm2	975	904	691	487	985	552
pmp22a	4666	4380	3407	2640	4586	3839
pmp22b	13472	12500	8829	3933	8216	6682
pmpca	2081	1820	1453	929	1838	1281
pmpcb	1490	1280	1036	568	1095	782
pms1	247	286	195	184	232	210
pmt	354	340	222	151	340	248
pmvk	147	133	111	47	101	78
pnisr	6149	4839	4401	3039	4383	4274
pnkd	642	602	467	191	417	363
pnkp	681	554	425	417	700	534
pnn	5995	5046	4484	3374	5153	4345
pno1	2548	2226	1780	1493	2429	1997
pnocb	74	84	59	31	52	57
pnp4a	3252	2672	2108	819	1733	1382
pnp4b	135	90	84	13	116	31
pnp5a	2841	2831	2146	2651	3691	4845
pnp5b	392	485	354	143	236	258
pnp6	250	209	166	109	211	135
pnpla3	318	232	230	123	359	124
pnpla4	17	8	8	5	8	8
pnpla7a	365	358	315	195	298	254
pnpo	938	821	652	310	605	523
pnrc1	83	114	62	60	71	91
pnrc2	18791	17182	13316	7371	10517	9510
pnx	3	0	1	0	2	2
poc1a	60	69	53	84	108	116
poc1b	382	362	276	273	380	336
poc1bl	915	853	640	297	599	447
podxl	4562	4090	3246	2031	3167	2781
pofut1	506	471	392	378	480	530
pofut2	499	442	337	278	486	485
poglut1	584	557	387	282	530	390
pogza	1235	1129	870	686	764	863
pola1	2590	2729	1917	1694	2392	2132
pola2	1067	1031	746	854	1306	1022
polb	2105	1817	1324	1299	2013	1831
pold1	2672	2558	1892	1532	2117	1771
pold2	890	823	562	635	936	763
pold3	1098	954	726	812	1490	1077
poldip2	2108	1910	1370	919	1666	1326
pole	1927	1934	1386	1208	1459	1390
pole2	312	314	238	307	383	356
pole3	1487	1287	959	856	1523	1082
polh	525	434	388	293	408	396
poli	295	254	216	179	302	337
poll	465	561	385	345	626	340
polm	44	40	25	13	22	23
poln	26	24	23	41	36	33
polr1b	908	744	595	458	668	604
polr1c	807	676	527	433	881	569
polr1d	394	339	213	242	374	319
polr1e	775	699	528	506	798	554
polr2b	6486	6113	4833	2847	3227	3233
polr2c	1644	1418	1156	1026	1748	1326
polr2d	1175	1076	868	628	1036	807
polr2eb	1571	1430	1006	989	1406	1107
polr2f	1795	1529	1299	1132	1898	1387
polr2gl	2468	2461	1860	1508	2547	1829
polr2h	521	431	397	544	979	593
polr2i	755	645	520	393	668	555
polr2j	1050	878	648	520	967	714
polr2k	678	523	423	324	733	334
polr2l	993	845	692	708	1253	848
polr3a	925	925	757	426	608	515
polr3c	342	330	263	186	318	235
polr3e	1908	1823	1412	1095	1918	1533
polr3f	503	423	327	271	611	408
polr3g	1	0	1	0	1	1
polr3gla	200	149	120	93	231	135
polr3glb	646	529	457	510	817	748
polr3h	621	551	447	328	602	561
polr3k	383	316	198	233	412	335
pomca	159	140	115	91	142	98
pomcb	19	20	12	18	11	15
pomgnt1	1971	1694	1280	730	1536	1055
pomgnt2	646	592	522	319	483	428
pomk	376	358	308	153	262	220
pomp	3240	2874	1980	1764	3455	1962
pomt1	758	616	571	390	536	334
pomt2	709	628	531	342	570	481
pon1	722	603	494	253	440	351
pon2	900	897	566.517	453	720	520
pon3	746.486	668.941	529.59	383.351	673.575	503.491
pop4	359	343	301	271	468	400
pop5	343	312	258	219	344	288
pop7	1217	1025	790	571	984	803
popdc2	1178.942	973.685	872.884	452.936	911.403	568.455
popdc3	534	494	376	176	371	235
pora	5268	4639	3722	2130	3627	2925
porb	555	575	472	280	526	372
porcn	252	170	174	139	229	252
porcnl	438	386	280	323	435	395
postnb	80455	72276	56385	30810	54190	39822
pot1	185	174	116	97	152	100
pou1f1	26	12	22	7	19	8
pou2f1a	621.3	619.339	493.334	292.563	295.386	379.662
pou2f1b	3735	3618	2795	2097	2187	2402
pou2f3	191	180	143	126	221	186
pou3f1	6709	7299	5188	4480	5434	6078
pou3f2a	1228	1205	992	570	553	701
pou3f2b	3742	3715	2999	2019	2689	2630
pou3f3a	1208	1207	997	701	750	757
pou3f3b	4548	4211	3568	3024	3194	3449
pou4f1	1003	1101	915	466	520	617
pou4f2	1432	1332	1314	597	1078	1062
pou4f3	160	134	119	38	92	75
pou5f3	37	46	30	24	28	19
pou6f1	2178	1861	1525	787	1177	1054
ppa1a	31	28	19	5	17	9
ppa1b	5458	4792	3578	3412	6202	4801
ppa2	493	446	313	233	475	354
ppan	1270	1118	837	862	1689	1196
ppap2cb	669	576	532	271	544	407
ppap2d	1388	1167	968	477	858	769
ppapdc1b	980	803	657	502	1034	722
ppapdc2	147	125	123	97	117	122
ppapdc3	922	859	693	396	675	491
pparaa	305	268	243	214	269	309
pparab	77	86	73	60	78	62
ppardb	1655	1495	1199	765	1451	1087
pparg	73	64	52	36	45	46
ppat	1884	1736	1238	1101	1512	1432
ppcdc	172	143	115	71	130	96
ppcs	244	181	173	130	235	188
ppdpfa	3515	3377	2674	1272	2160	1778
ppdpfb	10513	11102	8360	5669	8482	8041
ppef1	89	76	67	37	67	58
ppfia2	1388	1285	1083	426	678	555
ppfia4	505	406	417	136	198	173
ppfibp2b	120	102	76	43	72	46
pphln1	2615	2261	1820	1277	2203	1810
ppiaa	57692	53523	44775	35696	51093	48283
ppiab	23425	20473	16883	12419	21523	18622
ppib	19674	17343	13585	10321	18385	13960
ppid	3797	3479	2747	2610	3965	3452
ppie	402	336	321	353	516	385
ppifa	229	182	171	87	159	113
ppifb	1531	1360	1119	1619	1886	1794
ppig	2480	2327	1922	1287	2389	1639
ppih	1199	959	819	666	1162	733
ppil1	807	762	556	562	684	720
ppil2	1315	1212	878	737	1331	1111
ppil3	137	117	96	140	193	187
ppil4	1192	1046	877	731	1231	958
ppil6	25	27	16	14	19	16
ppl	11177	11329	7421	5688	8887	8451
ppm1aa	1877	1727	1555	602	959	794
ppm1ab	1477	1259	1107	849	1294	833
ppm1ba	511	535	433	292	427	452
ppm1bb	5935	5477	4383	2650	4678	3759
ppm1da	2286	2084	1569	1749	2472	2151
ppm1db	771	701	587	373	521	489
ppm1e	471	411	450	163	250	181
ppm1f	225	215	162	96	113	114
ppm1g	3223	3069	2314	2429	3745	3025
ppm1h	997	1084	853	643	769	839
ppm1k	1400	1232	994	579	1078	858
ppm1la	1919	1662	1375	966	1240	1180
ppm1lb	223	196	154	103	173	122
ppm1na	12	14	13	3	8	4
ppm1nb	273	193	183	93	210	144
ppme1	3151	2714	2092	1323	2563	1914
ppox	378	366	269	196	244	182
ppp1caa	8697	7890	6484	5018	6555	6481
ppp1cab	3634	3281	2462	2685	4157	3468
ppp1cb	9892	9415	7127	4429	8009	6571
ppp1cbl	1910	1818	1480	1704	1841	1781
ppp1r10	5129	4002	3188	4000	5954	5941
ppp1r11	964	800	637	481	899	656
ppp1r12a	1821	1763	1331	694	1109	977
ppp1r12c	1293	1172	888	619	1078	921
ppp1r13ba	2257	2065	1613	800	1196	1118
ppp1r13bb	4275	3936	3195	1931	1948	2221
ppp1r13l	2175	2101	1582	891	1721	1292
ppp1r14aa	284	215	143	189	346	237
ppp1r14ab	531	471	335	340	570	568
ppp1r14ba	2490	2111	1707	1214	2380	1960
ppp1r14bb	2547	2260	1811	1059	2140	1457
ppp1r14c	7469	6706	5686	2148	5344	3789
ppp1r15a	2643	3638	2119	806	1564	1203
ppp1r15b	229	227	186	113	166	183
ppp1r1b	997	861	672	318	606	483
ppp1r1c	191	164	127	67	150	90
ppp1r2	1015	890	649	443	728	484
ppp1r21	1268	1227	1045	504	633	672
ppp1r26	1046	872	681	847	1198	1096
ppp1r27b	4	18	3	3	4	5
ppp1r35	80	88	56	73	73	68
ppp1r37	3122	2948	2404	1410	2092	2000
ppp1r3b	510	556	335	741	1047	771
ppp1r3ca	288	324	217	263	474	408
ppp1r3cb	1704	1951	1547	684	1175	859
ppp1r3da	150	158	89	30	84	56
ppp1r42	49	23	28	17	42	26
ppp1r7	3307	2847	2254	1592	2876	2343
ppp1r8a	286	258	207	144	226	196
ppp1r8b	1155	1078	844	805	1211	1020
ppp2ca	2300	2071	1652	1017	1896	1476
ppp2cb	9647	8885	6855	5518	9703	7005
ppp2r1a	13324	11582	9029	6173	11398	8820
ppp2r1b	13524	11721	9445	6293	11726	8969
ppp2r2ab	3247	2957	2271	1929	3253	2684
ppp2r2bb	2169	2050	1612	1012	1680	1445
ppp2r2ca	1058	944	721	363	573	428
ppp2r2d	1786	1707	1409	916	1483	1125
ppp2r3c	974.005	908	644.147	417.414	828.024	570
ppp2r4	1826	1674	1243	863	1459	1081
ppp2r5cb	1487	1305	1039	751	1155	1085
ppp2r5d	2752.658	2686	2130.828	1143	2294.826	1947
ppp2r5ea	3092	2848	2339	1485	2672	2128
ppp2r5eb	2183	2067	1582	1027	1678	1414
ppp3ca	3903	3400	2766	1659	2857	2352
ppp3cb	2032	1627	1402	633	995	884
ppp3cca	1632	1463	1113	571	1100	787
ppp3ccb	2097	1896	1633	916	1325	1170
ppp3r1b	5688	5109	4442	3134	5247	4105
ppp4ca	1320	1142	973	981	1709	1462
ppp4cb	3878	3495	2902	2246	3444	3048
ppp4r2a	2414	2117	1598	1409	2546	1889
ppp4r2b	2585	2469	1815	1622	2749	2362
ppp5c	2744	2415	1837	1497	2424	1969
ppp6c	4805	4458	3267	2419	4391	3341
ppp6r2a	1742	1584	1299	1030	1514	1373
ppp6r3	7129	6728	5109	3654	5319	4815
ppt1	1199	1007	772	408	895	621
ppt2	741	652	495	529	768	697
pptc7a	831	882	686	206	355	263
ppwd1	1028	924	644	682	1092	860
pqbp1	1226	1081	888	796	1480	928
pqlc2	780	732	484	490	785	636
pqlc3	282	248	210	212	276	210
praf2	993	913	691	619	1221	721
prc1a	1203	1172	893	792	935	919
prc1b	1065	899	702	489	714	628
prcc	956	937	811	447	752	715
prcp	723	642	462	294	498	445
prdm12b	1102	1133	821	873	796	850
prdm14	43	40	29	22	26	18
prdm1a	2079	2050	1568	1083	1263	1576
prdm4	1027	973	780	430	531	559
prdm5	366	378	261	191	247	256
prdm8	644	680	488	447	718	516
prdm8b	2112	1857	1573	659	1486	1034
prdm9	814	724	555	377	712	552
prdx1	1943	1974	1426	1348	2541	1275
prdx2	15893	14017	11554	10234	14913	9902
prdx3	3897	3353	2434	1768	3621	2054
prdx4	2745	2423	1804	1699	2763	2178
prdx5	2954	2638	2105	1912	3037	2038
prdx6	2260	1860	1465	1115	2017	1411
preb	1058	887	816	504	904	815
prelid1a	3646	3312	2542	1755	2893	2561
prelid1b	235	187	136	157	199	206
prep	1542	1384	1091	926	1333	1419
prepl	129	113	95	97	156	163
prf1.5	112	93	71	38	86	43
prf1.6	1	0	0	2	0	1
prg4a	58	69	47	28	34	15
prg4b	476.665	396.957	323.107	208.353	496.493	261.336
prickle1a	824	849	634	157	201	177
prickle1b	3424	3327	2458	1147	1832	1619
prickle2a	486	384	363	99	152	156
prickle2b	1326	1253	973	605	972	830
prim1	900	880	602	718	1086	982
prim2	973	980	756	671	1037	854
primpol	648	687	507	420	706	566
prkaa1	1221	1144	974	568	1017	793
prkab1a	689	611	473	323	557	524
prkab1b	1655	1492	1219	862	1617	1212
prkab2	954	853	877	444	560	476
prkacaa	2095	2077	1624	910	1384	1167
prkacab	2423	2216	1840	1012	1093	1186
prkacba	309	310	196	324	502	499
prkacbb	1332	1057	947	350	530	415
prkag1	2315	2028	1602	1323	2399	1781
prkag2a	974	899	744	383	656	560
prkag3b	396	382	281	88	196	160
prkar1aa	8770	8062	6075	3061	6112	4387
prkar1ab	965	883	739	389	636	570
prkar1b	398	359	274	139	263	206
prkar2aa	5752	5423	4706	2765	3990	3300
prkar2ab	196	192	145	65	114	132
prkca	908	838	699	413	772	619
prkcba	2027	1765	1350	772	1272	1051
prkcbb	763	664	553	326	535	357
prkcbp1l	6406	5754	4313	2434	2606	3595
prkcda	1138	1022	762	363	786	562
prkcha	46	45	31	19	43	29
prkchb	201	205	133	61	142	79
prkci	4635	4353	3314	2242	3701	3176
prkcq	127	112	86	35	80	177
prkcsh	5747	5057	3894	2546	5264	3888
prkcz	474	460	383	251	400	365
prkg1a	561	567	402	278	511	453
prkg2	49	40	31	12	16	22
prkra	780	736	646	481	761	701
prkrip1	372	332	294	358	499	487
prkrira	1282	1160	856	999	1405	1276
prkrirb	701	633	478	350	613	461
prl	230	240	142	257	358	394
prl2	14	13	6	4	3	4
prlh	3	4	3	5	3	3
prlh2r	4	3	2	1	6	4
prlhr2a	14	20	11	13	10	11
prlhr2b	15	7	6	2	1	5
prlra	159	150	130	83	148	155
prlrb	73	64	40	41	52	37
prmt1	13030	11147	8728	7247	13815	8966
prmt2	85	74	70	145	192	177
prmt3	837	700	512	420	787	504
prmt5	2140	2018	1509	1301	1895	1663
prmt6	537	388	329	387	614	544
prmt7	787	731	585	539	809	666
prmt8b	247	193	154	47	104	77
prmt9	513	395	346	284	394	415
prnpa	54	53	47	15	17	27
prnpb	94	70	64	18	50	33
prnprs3	4839	4642	3553	1706	2471	2438
proca	481	486	413	236	317	337
prok1	32	38	28	17	32	19
prok2	0	0	0	1	0	0
prokr1a	6	5	5	5	7	3
prom1a	700	645	468	191	326	324
prom1b	1815	1373	1061	397	1019	475
prom2	682	579	424	245	429	398
prop1	5	11	11	11	4	6
pros1	536	399	392	243	457	313
prosc	1229	1003	833	581	1192	756
proser3	346	332	273	149	249	232
prox1a	2842	2779	2197	1448	2373	2403
prox1b	870	749	618	301	455	377
prox2	274	282	206	148	139	149
proza	648	613	538	260	390	374
prp19	6112	5685	4407	3667	5872	4821
prpf18	1111	1017	769	593	1158	818
